"",Orthogroup,"omegaCany2spe","OCNany2any","OCNspe2any","OCNany2spe","OCSany2any","OCSspe2any","OCSany2spe","dNCany2spe","dSCany2spe","arity","branch_id_1","branch_id_2","branch_id_3","branch_id_4"
"1094","151080598",32103.0737,16.4903,8.9933,3.0983,0.0633,0.0469,1e-04,0.5837,0,"2",50,61,NA,NA
"1095","151080598",1779.7317,18.1417,9.3105,4.2956,1.2659,0.9494,9e-04,0.6993,4e-04,"2",50,148,NA,NA
"1096","151080598",148.7033,23.4071,14.2822,4.0291,1.5499,1.3546,0.007,0.435,0.0029,"2",54,70,NA,NA
"1097","151080598",82.6806,33.9784,23.3781,4.9472,3.7216,3.1278,0.0147,0.4667,0.0056,"2",54,74,NA,NA
"1098","151080598",30554.8278,15.9918,11.5813,6.5133,1.014,0.9947,2e-04,0.9553,0,"2",54,149,NA,NA
"1099","151080598",3.7606,19.9357,14.8403,4.9429,1.3352,1.2251,0.0746,0.6937,0.1845,"2",56,64,NA,NA
"1100","151080598",31.3885,22.646,18.6167,3.8054,2.1532,1.0613,0.0204,0.3764,0.012,"2",56,75,NA,NA
"1101","151080598",3.7508,20.502,13.5592,4.9981,4.1415,3.0627,0.0873,0.6741,0.1797,"2",56,95,NA,NA
"1102","151080598",17.3442,26.344,16.4685,5.9455,1.073,0.9986,0.031,0.6902,0.0398,"2",56,99,NA,NA
"1103","151080598",136.275,25.7796,19.5919,6.1571,3.9819,2.9956,0.0109,0.6631,0.0049,"2",56,148,NA,NA
"1104","151080598",99.2969,25.438,22.8623,6.1204,3.8666,3.3953,0.0159,0.554,0.0056,"2",57,70,NA,NA
"1105","151080598",5.4651,8.9996,4.8322,3.052,1.019,0.9987,0.0335,0.564,0.1032,"2",60,63,NA,NA
"1106","151080598",3.8563,15.3354,9.3036,3.9405,3.5682,3.4681,0.0562,0.5641,0.1463,"2",60,145,NA,NA
"1107","151080598",10.1658,19.0503,18.0042,3.771,0.3113,0.0803,0.034,0.5448,0.0536,"2",60,153,NA,NA
"1108","151080598",49.9652,9.5352,7.7479,4.6285,2.2891,2.0687,0.0188,0.6911,0.0138,"2",61,64,NA,NA
"1109","151080598",186.7156,23.0259,15.0589,7.3571,0.1816,0.1123,0.0074,1.022,0.0055,"2",61,75,NA,NA
"1110","151080598",136074.8468,19.1263,8.9455,3.0172,4.9574,2.0004,0,0.4365,0,"2",61,84,NA,NA
"1111","151080598",1563.6306,23.5376,15.9643,7.0427,2.093,1.9695,0.0016,0.8334,5e-04,"2",63,148,NA,NA
"1112","151080598",128.3658,16.9175,12.6738,3.9603,0.0155,0.0087,0.0075,0.5771,0.0045,"2",66,112,NA,NA
"1113","151080598",26.51,11.3812,9.5641,6.6409,0.0655,0.058,0.0214,1.2612,0.0476,"2",66,141,NA,NA
"1114","151080598",727.4544,13.0236,10.1204,3.0246,0.0323,0.0269,0.0014,0.3924,5e-04,"2",66,153,NA,NA
"1115","151080598",5.1083,18.86,12.2217,4.2222,1.1274,0.4761,0.0462,0.5692,0.1114,"2",68,70,NA,NA
"1116","151080598",5.916,18.334,15.0878,3.6188,1.3535,0.7952,0.0413,0.5134,0.0868,"2",68,86,NA,NA
"1117","151080598",103.5386,13.9776,9.876,3.0136,0.9764,0.9377,0.0067,0.4466,0.0043,"2",70,149,NA,NA
"1118","151080598",971.0917,8.5461,7.4803,3.0046,0.1123,0.0078,9e-04,0.4511,5e-04,"2",75,135,NA,NA
"1119","151080598",213.0947,18.7545,11.799,3.2924,0.0538,0.0022,0.0037,0.454,0.0021,"2",75,171,NA,NA
"1120","151080598",6.8971,11.1318,5.8684,3.0787,3.0079,1.0169,0.0274,0.448,0.065,"2",86,104,NA,NA
"1121","151080598",239.7968,8.9588,6.538,3.381,0.1576,0.0348,0.0039,0.8062,0.0034,"2",86,161,NA,NA
"1122","151080598",147.525,22.909,17.1744,5.5652,1.0783,0.9947,0.0091,0.6198,0.0042,"2",88,148,NA,NA
"1123","151080598",5.5202,9.0136,8.2051,3.9924,1.0573,1.0477,0.0538,0.6263,0.1134,"2",95,171,NA,NA
"1124","151080598",5398.899,18.8266,11.999,4.053,1.0898,0.9912,3e-04,0.529,1e-04,"2",112,128,NA,NA
"1125","151080598",3.1555,20.8221,18.0282,3.9104,0.097,0.0795,0.0784,0.4504,0.1427,"2",112,171,NA,NA
"1126","151080598",4.9088,13.9209,11.407,3.4695,1.1114,0.0422,0.0379,0.5884,0.1199,"2",114,145,NA,NA
"1127","151080598",44.8562,11.1472,4.374,3.0512,1.0813,1.0008,0.0091,0.51,0.0114,"2",118,141,NA,NA
"1128","151080598",6.7005,8.4951,1.5076,3.6994,0.5855,0.3779,0.0279,0.8786,0.1311,"2",118,151,NA,NA
"1129","151080598",3.051,15.8734,10.31,4.4471,1.9081,1.614,0.0924,0.6572,0.2154,"2",119,153,NA,NA
"1130","151080598",4.0593,9.3453,6.0722,3.0187,0.2101,0.1172,0.0507,0.7293,0.1797,"2",122,149,NA,NA
"1131","151080598",382.7986,7.1659,5.0495,4.2886,0.7738,0.0012,0.003,1.2274,0.0032,"2",141,165,NA,NA
"1132","151080598",542.0836,6.5604,6.0114,3.3599,0.9953,0.9466,0.0018,0.9402,0.0017,"2",145,167,NA,NA
"1133","151787915",16845.1952,5.7128,5.5075,3.6894,0.0159,3e-04,3e-04,4.0564,2e-04,"2",11,57,NA,NA
"1134","151787915",94.5929,8.8607,6.9054,3.9847,1.0198,1.0061,0.0188,6.2043,0.0656,"2",11,58,NA,NA
"1135","151787915",177832.1148,9.8881,7.2085,3.2504,0.043,0.0386,0,2.5006,0,"2",14,30,NA,NA
"1136","151787915",121.9762,6.8439,5.8407,3.9815,0.0246,0.0215,0.0222,4.205,0.0345,"2",14,47,NA,NA
"1137","151787915",5.3729,11.3007,8.8919,4.2197,1.104,1.1014,0.0818,3.7424,0.6965,"2",14,112,NA,NA
"1138","151787915",42.1183,8.8695,8.4783,3.9841,3.0528,2.9963,0.0522,2.4385,0.0579,"2",18,30,NA,NA
"1139","151787915",202.1743,7.4036,7.3324,3.0019,0.0284,0.0118,0.0118,2.4234,0.012,"2",19,40,NA,NA
"1140","151787915",8.9354,6.722,5.8446,3.0045,0.0949,0.08,0.0539,3.0894,0.3458,"2",21,135,NA,NA
"1141","151787915",35.9061,9.3872,9.3552,5.3769,0.5753,0.4592,0.0512,3.404,0.0948,"2",23,28,NA,NA
"1142","151787915",44718.5535,7.7864,7.4233,4.0578,0.8145,0.5861,1e-04,3.0312,1e-04,"2",23,112,NA,NA
"1143","151787915",70.5482,6.2869,5.3784,3.3992,0.1097,0.0636,0.0279,3.97,0.0563,"2",24,26,NA,NA
"1144","151787915",71.8137,5.1176,4.8434,3.9299,1.2001,1.0952,0.0302,4.0989,0.0571,"2",24,36,NA,NA
"1145","151787915",9925.7177,9.6609,9.5817,3.0019,1.0087,0.9965,4e-04,2.292,2e-04,"2",26,57,NA,NA
"1146","151787915",5084.7357,9.7426,8.35,3.0074,0.0309,4e-04,7e-04,2.016,4e-04,"2",30,70,NA,NA
"1147","151787915",22791.7575,25.2122,20.5863,6.8446,0.9992,0.9665,3e-04,2.0289,1e-04,"2",30,145,NA,NA
"1148","151787915",126425.8714,8.9681,8.9081,3.9614,1.0885,0.9975,0,2.7931,0,"2",30,171,NA,NA
"1149","151787915",45207.8295,3.9822,2.8589,3.8667,0.0016,1e-04,1e-04,7.4817,2e-04,"2",39,171,NA,NA
"1150","151787915",Inf,6.9787,6.9416,3.9812,0.0181,0,0,2.8595,0,"2",40,54,NA,NA
"1151","151787915",45259.7635,12.9169,12.177,3.0941,0.0213,0.0054,1e-04,1.4176,0,"2",40,145,NA,NA
"1152","151787915",8.0274,10.3044,8.758,4.8978,0.2828,0.1441,0.0768,4.4735,0.5573,"2",44,74,NA,NA
"1153","151787915",4566740.0045,5.0409,4.9932,3.9933,0.0292,0.0217,0,7.4901,0,"2",44,84,NA,NA
"1154","151787915",5.1545,10.027,8.5701,3.9147,2.1988,2.1122,0.1186,2.8572,0.5543,"2",47,88,NA,NA
"1155","151787915",923.8462,8.9593,8.9566,3.9571,0.0069,0.0039,0.0035,4.0415,0.0044,"2",54,95,NA,NA
"1156","151787915",241.3086,11.028,8.1779,3.9098,1.772,1.6582,0.0118,2.2156,0.0092,"2",57,145,NA,NA
"1157","151787915",58.694,4.1739,3.2094,3.1141,0.0653,0.0468,0.0274,2.7164,0.0463,"2",69,145,NA,NA
"1158","151787915",79.7883,11.0473,9.0678,3.1145,0.0284,0.0279,0.0276,2.4574,0.0308,"2",78,112,NA,NA
"1159","151787915",5.4845,3.6319,3.6212,3.6073,0.1018,0.0994,0.0758,5.9485,1.0846,"2",78,151,NA,NA
"1160","151787915",37028.2055,18.6392,14.2705,4.646,0.7989,0.4889,1e-04,1.5925,0,"2",112,145,NA,NA
"1161","151787915",1380576.364,18.5068,16.7517,3.8198,1.8673,1.8145,0,1.3794,0,"2",145,153,NA,NA
"1162","153652082",3.3648,4.9428,3.4846,3.2148,0.1166,0.1071,0.1066,4.2816,1.2725,"2",8,18,NA,NA
"1163","153652082",19860.9471,11.8763,10.3105,3.9314,0.0078,2e-04,2e-04,2.9064,1e-04,"2",8,47,NA,NA
"1164","153652082",86418.7824,12.0297,10.7959,3.9803,0.0052,0,1e-04,1.6789,0,"2",10,26,NA,NA
"1165","153652082",26919.5889,17.6113,16.5148,4.7374,0.6685,0.4201,2e-04,2.4159,1e-04,"2",10,74,NA,NA
"1166","153652082",975996.6907,14.997,14.9916,4.9981,2.007,1.9977,0,2.6274,0,"2",10,153,NA,NA
"1167","153652082",6037.8653,9.8778,8.6734,3.8236,0.0182,0.0035,9e-04,4.2466,7e-04,"2",11,135,NA,NA
"1168","153652082",35768.7492,11,9.627,4.5246,1.2594,0.7514,2e-04,3.235,1e-04,"2",11,148,NA,NA
"1169","153652082",60014.0113,6.8452,5.7434,3.8577,0.0058,0.0021,1e-04,5.6794,1e-04,"2",11,149,NA,NA
"1170","153652082",6914.0549,10.8975,8.8861,3.0014,0.0244,0.01,5e-04,2.1852,3e-04,"2",16,153,NA,NA
"1171","153652082",393.7456,15.0571,14.4671,4.003,0.0253,0.0074,0.0079,2.4111,0.0061,"2",18,26,NA,NA
"1172","153652082",11.3948,3.8799,3.8174,3.067,0.9213,0.9059,0.0385,10.5366,0.9247,"2",18,168,NA,NA
"1173","153652082",9956.4826,8.9184,6.3334,3.0329,0.0022,1e-04,3e-04,2.812,3e-04,"2",19,61,NA,NA
"1174","153652082",41522.122,10.7123,10.5218,3.5353,1.0167,0.9682,1e-04,2.3008,1e-04,"2",19,88,NA,NA
"1175","153652082",23014.3031,16.3248,12.713,5.1426,0.9623,0.9211,3e-04,1.9357,1e-04,"2",21,26,NA,NA
"1176","153652082",7.977,13.0864,12.8153,3.7,0.2864,0.1344,0.0974,2.4989,0.3133,"2",21,86,NA,NA
"1177","153652082",523.7655,21.5705,18.483,4.9337,0.0543,0.0075,0.0075,2.0997,0.004,"2",23,26,NA,NA
"1178","153652082",3694.0911,14.9776,14.5672,3.0195,0.7509,0.6786,9e-04,1.3998,4e-04,"2",23,47,NA,NA
"1179","153652082",5432.5981,11.942,11.8861,3.9905,0.1055,1e-04,0.001,2.7903,5e-04,"2",23,54,NA,NA
"1180","153652082",3930675.4012,13.6512,12.4672,4.6608,1.0012,0.9907,0,2.6885,0,"2",26,40,NA,NA
"1181","153652082",6.2422,8.2673,7.1476,3.248,0.0876,0.0754,0.0754,2.976,0.4768,"2",26,42,NA,NA
"1182","153652082",127.5169,23.5402,19.1107,3.0376,1.0344,0.0038,0.0162,1.1738,0.0092,"2",26,112,NA,NA
"1183","153652082",2650.3621,32.2578,28.7774,9.8823,1.7298,1.4428,0.0041,3.0812,0.0012,"2",26,145,NA,NA
"1184","153652082",27.2964,25.4555,18.6185,7.4023,0.1088,0.0464,0.0965,2.8016,0.1026,"2",28,47,NA,NA
"1185","153652082",3547.052,10.125,7.9296,3.1273,1.0523,0.9725,0.001,1.7193,5e-04,"2",28,70,NA,NA
"1186","153652082",7.1285,5.5331,3.9936,3.141,1.0509,1.0257,0.0488,4.3616,0.6118,"2",28,119,NA,NA
"1187","153652082",1568128.1809,13.1665,11.5349,4.9233,1.0118,0.9989,0,3.8118,0,"2",30,40,NA,NA
"1188","153652082",7532.2836,18.3354,14.2029,3.2301,3.9766,3.6253,6e-04,1.3273,2e-04,"2",30,145,NA,NA
"1189","153652082",14878.6789,8.025,7.9532,4.0192,0.0197,3e-04,3e-04,3.0488,2e-04,"2",34,145,NA,NA
"1190","153652082",106.5016,13.8744,13.3359,3.0199,0.095,0.0548,0.0207,1.5143,0.0142,"2",36,88,NA,NA
"1191","153652082",3045.5724,10.0163,8.9682,3.8626,2.0399,1.9627,0.0015,4.233,0.0014,"2",36,149,NA,NA
"1192","153652082",254.2859,12.0321,9.7717,4.929,0.0577,0.0126,0.0126,4.2121,0.0166,"2",39,47,NA,NA
"1193","153652082",7.0589,3.2983,3.2818,3.0813,0.1025,0.0824,0.0702,11.274,1.5971,"2",39,123,NA,NA
"1194","153652082",2981.8676,9.8761,6.9375,3.9405,0.0157,0.0101,0.0013,7.2694,0.0024,"2",44,149,NA,NA
"1195","153652082",14622.8108,9.0787,9.0341,4.0111,0.0086,0.0046,3e-04,2.4325,2e-04,"2",47,61,NA,NA
"1196","153652082",53.449,18.2436,14.9701,5.0774,0.3239,0.2033,0.0549,1.956,0.0366,"2",47,74,NA,NA
"1197","153652082",17073.2368,6.9567,6.551,3.9537,0.0113,3e-04,3e-04,2.8149,2e-04,"2",47,104,NA,NA
"1198","153652082",64.9516,7.8667,4.8635,3.8052,1.0058,0.9963,0.0305,4.6036,0.0709,"2",47,128,NA,NA
"1199","153652082",389.9614,9.9608,9.9367,4.8864,0.0411,0.0395,0.0109,4.1667,0.0107,"2",54,78,NA,NA
"1200","153652082",4116.8627,6.4744,5.92,3.7425,0.8021,0.3343,0.0011,3.9773,0.001,"2",63,121,NA,NA
"1201","153652082",8411.6384,8.8842,8.0126,5.7844,0.0239,0.0129,9e-04,6.2307,7e-04,"2",66,145,NA,NA
"1202","153652082",3268.227,5.1198,4.6801,3.3434,1.0165,0.9835,0.0012,2.7264,8e-04,"2",70,86,NA,NA
"1203","153652082",718.4436,10.8626,7.9591,4.9531,0.0662,0.0188,0.006,3.3833,0.0047,"2",70,88,NA,NA
"1204","153652082",24305.0872,7.596,6.2907,3.9939,0.067,0.0523,2e-04,3.5025,1e-04,"2",74,104,NA,NA
"1205","153652082",44.801,5.2045,4.3049,3.1248,0.2898,0.2769,0.0298,5.1142,0.1142,"2",74,147,NA,NA
"1206","153652082",1415.7547,14.8444,14.6921,5.021,0.0897,0.0045,0.0044,2.3109,0.0016,"2",74,153,NA,NA
"1207","153652082",12597.593,6.9347,5.4817,3.8902,0.0581,5e-04,4e-04,5.426,4e-04,"2",74,161,NA,NA
"1208","153652082",7651.4799,6.0664,4.0346,4.0162,1.0504,1.0335,6e-04,4.4387,6e-04,"2",75,104,NA,NA
"1209","153652082",2408.6477,15.3429,12.1413,4.0292,2.0501,1.9951,0.002,2.467,0.001,"2",75,112,NA,NA
"1210","153652082",201.0943,17.2956,13.1646,7.1966,1.8008,1.7096,0.0261,3.5452,0.0176,"2",75,145,NA,NA
"1211","153652082",408.8021,12.1018,11.0679,3.9949,1.0964,1.087,0.0078,2.6223,0.0064,"2",78,112,NA,NA
"1212","153652082",148.83,6.9892,6.9563,3.0132,0.7831,0.2791,0.0146,2.5376,0.0171,"2",78,121,NA,NA
"1213","153652082",14.8616,12.5183,10.5538,4.316,0.9804,0.7711,0.0889,2.3158,0.1558,"2",86,145,NA,NA
"1214","153652082",8.4202,3.5721,3.5591,3.1053,0.0769,0.0687,0.0455,6.9369,0.8238,"2",87,161,NA,NA
"1215","153652082",44668.088,7.02,4.9999,3.9894,0.0109,0,1e-04,5.4586,1e-04,"2",88,149,NA,NA
"1216","158429240",9488756.9373,5.9811,4.983,4.9726,2.9924,0.9971,0,4.5575,0,"2",8,30,NA,NA
"1217","158429240",82.8545,9.9883,8.8482,3.9949,1.0571,1.0333,0.0389,3.4635,0.0418,"2",8,145,NA,NA
"1218","158429240",30558.6076,9.334,7.528,3.9571,2.0326,1.9327,2e-04,2.5513,1e-04,"2",11,74,NA,NA
"1219","158429240",132.322,9.5311,8.5013,4.0038,1.0727,0.9485,0.0338,2.3573,0.0178,"2",11,145,NA,NA
"1220","158429240",56.1421,13.025,12.8774,4.9517,1.0695,1.0486,0.0579,3.1676,0.0564,"2",19,21,NA,NA
"1221","158429240",32482.004,8.0915,7.9995,3.0461,0.9749,0.9694,1e-04,4.5638,1e-04,"2",19,149,NA,NA
"1222","158429240",33074.2949,9.0086,7.5871,3.8621,1.0084,0.9989,1e-04,2.9967,1e-04,"2",21,99,NA,NA
"1223","158429240",10700.1211,6.0046,4.9982,3.0009,0.1357,3e-04,3e-04,4.0956,4e-04,"2",21,165,NA,NA
"1224","158429240",1347351.4858,16.8607,15.0721,5.8453,1.0037,0.9989,0,2.3375,0,"2",26,30,NA,NA
"1225","158429240",15140.8311,5.9975,5.9796,3.9774,0.983,0.9727,4e-04,4.2898,3e-04,"2",30,44,NA,NA
"1226","158429240",6010650.6311,14.0551,8.4529,3.044,0.0249,0,0,1.4124,0,"2",30,148,NA,NA
"1227","158429240",15.602,5.0873,4.9426,3.1322,0.0672,0.0614,0.0455,5.9519,0.3815,"2",36,43,NA,NA
"1228","158429240",1167.4722,7.8862,7.7172,4.8824,0.0099,0.0039,0.0039,8.594,0.0074,"2",39,61,NA,NA
"1229","158429240",872952.3996,10.9856,9.4054,4,0.0981,0,0,2.6419,0,"2",40,47,NA,NA
"1230","158429240",546858.8221,10.356,8.9321,4.8899,1.9795,1.9594,0,3.0448,0,"2",40,74,NA,NA
"1231","158429240",581622.7495,12.813,10.9281,3.9985,0.9993,0.9987,0,3.1088,0,"2",47,61,NA,NA
"1232","158429240",16037.7519,9.006,7.4104,3.001,0.0042,9e-04,2e-04,1.609,1e-04,"2",47,148,NA,NA
"1233","158429240",7788607.4794,8.7214,8.0315,3.9943,0.0282,0.0226,0,3.3666,0,"2",54,88,NA,NA
"1234","158429240",22768.8892,9.0037,9.0032,3.0035,2.0031,2.0007,2e-04,2.1484,1e-04,"2",56,153,NA,NA
"1235","158429240",20.119,11.9731,7.6221,4.8457,0.2791,0.2345,0.0869,4.0253,0.2001,"2",57,74,NA,NA
"1236","158429240",231.3104,8.0266,7.976,3.1013,1.3622,1.0244,0.0152,1.9373,0.0084,"2",74,88,NA,NA
"1237","158429240",6.2961,12.3743,7.9234,3.0037,0.36,0.1609,0.1063,2.0816,0.3306,"2",74,118,NA,NA
"1238","158429240",121862.7961,7.556,6.2638,4.0018,0.0032,0,0,4.7215,0,"2",75,99,NA,NA
"1239","158429240",66772.8169,6.3031,6.2301,3.1441,1.9989,1.9855,1e-04,3.0451,0,"2",145,149,NA,NA
"1240","16817569",8864.1709,13.4277,12.5768,4.8934,0.916,0.8958,7e-04,3.2875,4e-04,"2",8,145,NA,NA
"1241","16817569",66398.6667,7.9187,6.5998,3.005,0.9763,0.9683,1e-04,2.4631,0,"2",10,18,NA,NA
"1242","16817569",14006.7603,12.7233,12.6903,4.799,0.0085,0.0017,4e-04,2.3633,2e-04,"2",10,21,NA,NA
"1243","16817569",1393605.3417,11.9259,11.748,3.9736,1.0012,0.999,0,2.5319,0,"2",10,40,NA,NA
"1244","16817569",2131.5646,5.7659,4.7594,3.9799,0.0044,0.0025,0.0015,4.7618,0.0022,"2",10,135,NA,NA
"1245","16817569",10.5972,10.4121,9.6092,3.0509,1.1256,1.049,0.0968,1.7736,0.1674,"2",19,74,NA,NA
"1246","16817569",3.0156,15.1615,14.1214,4.24,0.2275,0.2032,0.2204,1.7127,0.568,"2",21,26,NA,NA
"1247","16817569",37.891,11.6764,11.4337,4.9638,2.922,2.9006,0.0666,2.8736,0.0758,"2",21,84,NA,NA
"1248","16817569",3.5298,10.4006,8.3634,4.3974,1.2639,1.1879,0.1978,2.4117,0.6832,"2",26,75,NA,NA
"1249","16817569",835.2863,7.1858,7.0932,4.2853,0.0681,0.0543,0.0044,3.7957,0.0045,"2",36,135,NA,NA
"1250","16817569",20908.6512,6.1537,6.153,3.1533,0.005,2e-04,2e-04,2.2833,1e-04,"2",40,54,NA,NA
"1251","16817569",53.829,9.0012,7.944,3.9841,0.069,0.0401,0.0412,4.804,0.0892,"2",40,121,NA,NA
"1252","16817569",46.6515,12.6834,11.6582,3.005,0.1797,0.1264,0.0401,1.7373,0.0372,"2",47,75,NA,NA
"1253","16817569",1654008968.0973,3.0029,3.0024,3.0006,0,0,0,8.6445,0,"2",48,54,NA,NA
"1254","16817569",18819.3773,5.0041,3.9991,3.0003,6e-04,2e-04,2e-04,2.4366,1e-04,"2",54,75,NA,NA
"1255","16817569",9024.883,7.0992,7.0619,3.0868,0.3483,6e-04,3e-04,3.483,4e-04,"2",56,61,NA,NA
"1256","16817569",12699.7987,7.0115,6.0045,4.0005,0.0404,7e-04,4e-04,6.1499,5e-04,"2",57,95,NA,NA
"1257","16817569",165391.4882,6.7985,5.5678,3.7411,0.0382,0,0,5.3602,0,"2",61,118,NA,NA
"1258","16817569",1487.8563,7.3227,5.7756,4.3404,0.0131,0.002,0.0024,3.8145,0.0026,"2",63,70,NA,NA
"1259","16817569",39.9841,6.7981,6.348,3.002,0.3002,0.2065,0.047,3.0521,0.0763,"2",64,70,NA,NA
"1260","16817569",5.9338,22.3063,17.4639,5.0536,1.6085,1.536,0.2038,1.6747,0.2822,"2",74,145,NA,NA
"1261","16817569",2951.6107,3.6135,3.4743,3.602,0.0081,0.0012,0.0011,7.316,0.0025,"2",74,176,NA,NA
"1262","16817569",160.1453,10.1361,10.0979,4.6141,4.0498,4.0416,0.0246,2.7314,0.0171,"2",78,153,NA,NA
"1263","16817569",6.9151,4.8685,4.8128,3.9986,0.1244,0.0986,0.0986,4.6128,0.6671,"2",88,95,NA,NA
"1264","168974642",1443478.6781,5.9951,5.994,3.0018,5e-04,0,0,4.2915,0,"2",11,23,NA,NA
"1265","168974642",541.4255,7.9396,7.8435,3.937,1.0361,1.0112,0.01,7.5186,0.0139,"2",36,118,NA,NA
"1266","171117174",2104.7958,3.0042,3.0015,3.0015,0.0051,0.0038,0.004,21.5744,0.0103,"2",30,47,NA,NA
"1267","172553610",189724263.7926,8.9825,8.3691,3.9973,8e-04,0,0,4.423,0,"2",11,153,NA,NA
"1268","172553610",9091197.4426,5.9923,5.9912,3.9921,3e-04,0,0,11.3687,0,"2",12,70,NA,NA
"1269","172553610",9.3071,7.0009,5.9957,3.9949,0.8992,0.3271,0.0578,9.0266,0.9699,"2",63,153,NA,NA
"1270","172553610",1259.5369,5.0067,5.0005,3.9999,0.0033,0.002,0.0031,11.8506,0.0094,"2",67,153,NA,NA
"1271","172553610",13279802.7821,4.0127,3.9649,3.9954,0.9973,0.9961,0,5.7071,0,"2",84,145,NA,NA
"1272","175128900",375296.7857,4,3.9993,3,0,0,0,5.3299,0,"2",2,153,NA,NA
"1273","175128900",587906.2347,5,5,4,1.9999,1.9999,0,4.8419,0,"2",5,153,NA,NA
"1274","175128900",60.5862,7.3161,5.8917,3.9413,0.0195,0.0163,0.0143,4.3743,0.0722,"2",8,11,NA,NA
"1275","175128900",22446.1653,9.7615,9.7549,3.9914,0.0013,2e-04,2e-04,2.5787,1e-04,"2",8,21,NA,NA
"1276","175128900",1707.6299,14.3254,9.1262,3.1492,1.0079,0.9992,9e-04,1.9568,0.0011,"2",8,28,NA,NA
"1277","175128900",18.3642,11.6118,9.7469,3.0416,0.0391,0.0326,0.0327,1.2307,0.067,"2",10,28,NA,NA
"1278","175128900",6343.2229,7.3669,6.9656,3.384,0.0084,0.006,3e-04,4.9683,8e-04,"2",10,43,NA,NA
"1279","175128900",22953993.3433,11.0287,11.0232,3.0047,0.0012,0,0,1.312,0,"2",10,153,NA,NA
"1280","175128900",294978.8642,9.2374,6.9377,3.8985,1.0163,0.9723,0,3.3382,0,"2",11,112,NA,NA
"1281","175128900",6494.9371,11.7782,9.4872,3.7404,0.9982,0.001,5e-04,1.7905,3e-04,"2",16,26,NA,NA
"1282","175128900",10.899,12.2179,5.2733,3.9524,0.2612,0.2563,0.0326,2.0972,0.1924,"2",16,28,NA,NA
"1283","175128900",7.3829,13.3065,9.9817,3.5591,0.4318,0.3388,0.044,2.1387,0.2897,"2",19,23,NA,NA
"1284","175128900",502157.9858,12.0076,9.6737,4.9364,0.0209,1e-04,0,3.758,0,"2",19,61,NA,NA
"1285","175128900",567.199,17.1499,14.9758,3.0415,1.9232,1.0862,0.0028,1.7602,0.0031,"2",19,112,NA,NA
"1286","175128900",2005.0523,13.9289,12.2528,5.7791,1.1368,0.9845,0.0016,2.8939,0.0014,"2",21,112,NA,NA
"1287","175128900",33789.9629,13.6383,10.9519,3.8006,3.0036,1.996,2e-04,1.7872,1e-04,"2",26,112,NA,NA
"1288","175128900",1082984.2246,22.0604,17.9942,7.2748,2.6327,2.579,0,2.7672,0,"2",28,54,NA,NA
"1289","175128900",7176.0293,11.6138,11.1322,4.946,0.4384,2e-04,5e-04,3.2981,5e-04,"2",28,57,NA,NA
"1290","175128900",30894.2992,6.8009,4.1712,3.0131,0.0081,0,1e-04,2.7916,1e-04,"2",28,60,NA,NA
"1291","175128900",305.4902,15.2455,14.8922,3.0147,0.2047,0.0048,0.0048,1.3727,0.0045,"2",28,84,NA,NA
"1292","175128900",108096.4213,13.7182,11.4225,4.7273,0.577,0.5319,1e-04,2.5189,0,"2",28,149,NA,NA
"1293","175128900",10856.2941,10.9045,9.8232,3.9955,0.0139,0.0057,3e-04,3.5039,3e-04,"2",28,165,NA,NA
"1294","175128900",21019.1409,21.6168,18.7386,5.6234,1.4084,1.3409,3e-04,1.7525,1e-04,"2",30,36,NA,NA
"1295","175128900",62983.9195,11.6909,10.6254,4.3451,0.0115,1e-04,1e-04,2.5928,0,"2",30,44,NA,NA
"1296","175128900",135427.4949,16.9465,11.2803,4.1771,0.0779,5e-04,0,1.9843,0,"2",30,70,NA,NA
"1297","175128900",19070.9283,32.1419,29.232,6.4276,2.39,2.3347,4e-04,1.8597,1e-04,"2",30,145,NA,NA
"1298","175128900",246098.4793,7.7423,5.8472,3.4368,3e-04,0,0,5.3158,0,"2",34,61,NA,NA
"1299","175128900",260201.5326,4.1886,4.0319,3.997,0.0256,0,0,5.4056,0,"2",34,148,NA,NA
"1300","175128900",2287.7408,8.9774,8.9252,3.9969,0.017,4e-04,0.001,4.0468,0.0018,"2",36,66,NA,NA
"1301","175128900",Inf,10.0068,10.0066,5.0072,0,0,0,4.881,0,"2",40,148,NA,NA
"1302","175128900",755666.789,14.4162,13.0059,7.9925,0.0015,0,0,5.4407,0,"2",44,54,NA,NA
"1303","175128900",219454.6937,9.2544,9.2505,4.2273,0.0017,3e-04,0,3.7086,0,"2",44,56,NA,NA
"1304","175128900",468286.3324,11.3779,7.6691,5.6994,4e-04,0,0,6.4221,0,"2",44,149,NA,NA
"1305","175128900",276.0037,10.9942,10.2526,3.2579,3.0928,2.9857,0.0064,1.8902,0.0068,"2",47,78,NA,NA
"1306","175128900",17.2763,7.7968,6.7531,3.54,0.061,0.0542,0.0299,2.3997,0.1389,"2",54,87,NA,NA
"1307","175128900",29315.8036,10.4638,7.8436,3.0379,0.0951,0.0798,2e-04,2.0945,1e-04,"2",56,112,NA,NA
"1308","175128900",34742.7673,17.8237,17.5221,3.9001,1.0667,1.005,2e-04,1.6688,0,"2",56,145,NA,NA
"1309","175128900",394.465,13.5372,11.3294,4.8508,0.9898,0.0045,0.0053,3.7082,0.0094,"2",57,153,NA,NA
